Time,Quadrant,Color,Type
72.36666666666666,3,red,Exit
73.7,2,red,Entry
74.0,2,red,Exit
74.03333333333333,3,red,Entry
74.06666666666666,1,red,Entry
74.1,4,red,Exit
74.13333333333334,4,red,Exit
74.16666666666667,4,red,Exit
74.2,4,red,Exit
74.3,4,red,Exit
74.33333333333333,3,red,Exit
74.36666666666666,3,red,Entry
74.4,1,red,Exit
74.43333333333334,1,red,Exit
74.46666666666667,1,red,Exit
74.53333333333333,4,red,Exit
74.56666666666666,1,red,Entry
74.6,4,red,Entry
74.63333333333334,1,red,Exit
74.66666666666667,3,red,Exit
74.7,3,red,Exit
74.73333333333333,1,red,Entry
74.76666666666667,3,red,Exit
74.83333333333333,3,red,Exit
74.86666666666666,2,red,Entry
74.9,4,red,Exit
74.93333333333334,4,red,Exit
74.96666666666667,3,red,Entry
75.0,4,red,Exit
75.03333333333333,1,red,Exit
75.06666666666666,4,red,Entry
75.1,1,red,Exit
75.13333333333334,1,red,Exit
75.2,2,red,Exit
75.23333333333333,2,red,Exit
75.26666666666667,1,red,Entry
75.3,3,red,Exit
75.33333333333333,3,red,Exit
75.36666666666666,4,red,Exit
75.4,4,red,Entry
75.43333333333334,3,red,Exit
75.46666666666667,2,red,Exit
75.5,3,red,Exit
75.53333333333333,3,red,Exit
75.56666666666666,1,red,Exit
75.6,1,red,Exit
75.63333333333334,1,red,Exit
75.66666666666667,1,red,Exit
76.1,3,green,Entry
76.13333333333334,2,green,Exit
76.16666666666667,2,green,Exit
76.2,2,green,Exit
76.23333333333333,2,green,Exit
76.26666666666667,2,green,Exit
76.3,2,green,Exit
76.33333333333333,2,green,Exit
76.36666666666666,3,red,Entry
76.36666666666666,2,green,Exit
76.4,1,red,Entry
76.43333333333334,2,red,Entry
76.46666666666667,4,red,Exit
76.5,4,red,Exit
76.53333333333333,4,red,Exit
76.56666666666666,4,red,Exit
76.6,4,red,Exit
76.63333333333334,4,red,Exit
76.66666666666667,4,red,Entry
76.7,1,red,Exit
76.73333333333333,1,red,Entry
76.76666666666667,2,red,Exit
76.8,2,red,Entry
76.83333333333333,2,blue,Exit
76.86666666666666,2,red,Exit
76.9,2,red,Exit
76.96666666666667,2,red,Entry
77.0,2,red,Exit
77.1,2,red,Exit
77.13333333333334,2,red,Exit
77.16666666666667,1,red,Exit
77.23333333333333,2,red,Entry
77.26666666666667,1,red,Entry
77.36666666666666,1,red,Exit
77.46666666666667,3,red,Exit
77.5,3,red,Exit
77.53333333333333,2,red,Exit
77.56666666666666,1,red,Exit
77.6,1,red,Exit
77.63333333333334,2,red,Entry
77.66666666666667,3,red,Exit
77.7,3,red,Exit
77.73333333333333,3,red,Exit
77.93333333333334,2,red,Exit
77.96666666666667,2,red,Exit
78.0,2,red,Exit
78.33333333333333,2,red,Entry
78.4,4,red,Exit
78.5,4,red,Exit
78.53333333333333,4,red,Exit
78.56666666666666,4,red,Exit
78.6,4,red,Exit
78.66666666666667,4,red,Exit
78.73333333333333,4,red,Exit
78.76666666666667,4,red,Exit
84.2,4,red,Entry
84.23333333333333,2,red,Exit
84.26666666666667,2,red,Exit
84.3,2,red,Exit
84.33333333333333,2,red,Exit
84.36666666666666,2,red,Exit
84.4,2,red,Exit
84.5,2,red,Entry
84.53333333333333,4,red,Exit
84.56666666666666,4,red,Exit
84.6,4,red,Exit
84.63333333333334,4,red,Exit
84.66666666666667,4,red,Exit
84.7,4,red,Exit
85.0,4,red,Entry
85.03333333333333,2,red,Exit
85.06666666666666,2,red,Exit
85.1,2,red,Exit
85.13333333333334,2,red,Exit
85.16666666666667,2,red,Exit
85.2,2,red,Exit
85.23333333333333,2,red,Exit
85.3,2,red,Entry
85.33333333333333,4,red,Exit
85.36666666666666,4,red,Exit
85.4,4,red,Exit
85.43333333333334,4,red,Exit
85.46666666666667,4,red,Exit
85.5,4,red,Exit
85.53333333333333,4,red,Exit
85.9,4,red,Entry
85.93333333333334,2,red,Exit
85.96666666666667,2,red,Exit
86.0,2,red,Exit
86.03333333333333,2,red,Exit
86.06666666666666,2,red,Exit
86.1,2,red,Exit
86.13333333333334,2,red,Exit
86.16666666666667,2,red,Exit
86.36666666666666,2,blue,Entry
86.4,4,blue,Exit
86.46666666666667,1,red,Entry
86.53333333333333,3,red,Entry
86.56666666666666,4,red,Exit
86.6,4,red,Exit
86.63333333333334,4,red,Exit
86.66666666666667,4,red,Exit
86.66666666666667,4,blue,Entry
86.7,4,red,Exit
86.7,2,blue,Exit
86.73333333333333,4,red,Exit
86.76666666666667,1,red,Exit
86.8,4,red,Exit
87.06666666666666,2,red,Entry
87.1,1,red,Entry
87.13333333333334,3,red,Exit
87.16666666666667,3,red,Exit
87.23333333333333,3,red,Exit
87.26666666666667,4,red,Entry
87.3,3,red,Exit
87.33333333333333,3,red,Exit
87.36666666666666,2,red,Exit
87.4,1,red,Exit
87.43333333333334,1,red,Exit
87.46666666666667,1,red,Exit
87.5,3,red,Exit
87.53333333333333,2,red,Exit
87.8,1,red,Entry
87.83333333333333,4,red,Exit
87.86666666666666,4,red,Exit
87.9,4,red,Exit
87.93333333333334,4,red,Exit
87.96666666666667,4,red,Exit
88.0,3,red,Entry
88.03333333333333,4,red,Exit
88.06666666666666,4,red,Exit
88.1,1,red,Exit
88.16666666666667,1,red,Exit
88.16666666666667,2,blue,Entry
88.23333333333333,1,red,Exit
88.33333333333333,1,red,Entry
88.36666666666666,1,red,Exit
88.43333333333334,2,red,Entry
88.46666666666667,1,red,Entry
88.46666666666667,2,blue,Exit
88.5,1,red,Exit
88.53333333333333,4,red,Entry
88.56666666666666,1,red,Exit
88.63333333333334,1,red,Exit
88.73333333333333,2,red,Exit
88.76666666666667,1,red,Exit
88.8,2,red,Exit
88.83333333333333,4,red,Exit
88.9,2,red,Entry
88.93333333333334,1,red,Entry
88.96666666666667,3,red,Exit
89.13333333333334,3,red,Exit
89.2,3,red,Entry
89.23333333333333,1,red,Exit
89.26666666666667,1,red,Exit
89.33333333333333,4,red,Entry
89.5,1,red,Entry
89.53333333333333,3,red,Exit
89.56666666666666,3,red,Exit
89.6,3,red,Exit
89.63333333333334,4,red,Exit
89.66666666666667,3,red,Exit
89.7,4,red,Entry
89.73333333333333,1,red,Exit
89.8,3,red,Entry
89.83333333333333,1,red,Exit
89.86666666666666,1,red,Exit
89.9,1,red,Exit
89.93333333333334,2,red,Exit
89.96666666666667,1,red,Exit
90.06666666666666,3,red,Exit
90.1,3,red,Exit
90.13333333333334,3,red,Exit
90.16666666666667,3,red,Exit
90.2,3,red,Exit
92.5,2,blue,Entry
92.9,2,blue,Exit
98.16666666666667,2,blue,Entry
98.83333333333333,2,green,Entry
98.86666666666666,3,green,Exit
98.9,3,green,Exit
98.93333333333334,3,green,Exit
99.0,3,green,Exit
99.03333333333333,3,green,Exit
99.06666666666666,2,blue,Exit
99.06666666666666,3,green,Exit
99.1,3,green,Exit
99.13333333333334,3,green,Exit
99.73333333333333,2,yellow,Entry
99.76666666666667,4,yellow,Exit
99.8,4,yellow,Exit
99.83333333333333,4,yellow,Exit
99.86666666666666,4,yellow,Exit
99.9,4,yellow,Exit
99.93333333333334,4,yellow,Exit
99.96666666666667,4,yellow,Exit
100.0,4,yellow,Exit
